,login,fork_num,commit,star
0,gregeinfrank,37,58554,2
0,greghuc,5,395,0
0,slackersoft,11,14831,2
0,henrahmagix,46,22300,3
0,himajasuman,11,165757,0
0,eltociear,685,2320680,16
0,ikonst,56,79212,1
0,James-Dunn,8,78319,0
0,thw0rted,25,93368,0
0,JannesMeyer,5,15920,0
0,trusktr,227,386532,17
0,joeyparrish,49,29930,7
0,johnlinp,49,289913,0
0,jberney,8,2916,0
0,joscha,258,353176,154
0,jpalermo,40,45317,5
0,joshk,47,84723,4
0,jurko-gospodnetic,24,42491,0
0,aligneddev,4,142,0
0,kkirsche,341,840662,15
0,kris7t,23,10827,3
0,ljwall,22,54331,0
0,limonte,4,55,0
0,kryger,7,6228,0
0,majidmade,4,48764,0
0,Maximaximum,33,117456,0
0,marcioj,81,130674,40
0,mcamac,22,28124,1
0,ertrzyiks,122,96742,2
0,nextmat,53,44474,26
0,mattc41190,24,69738,0
0,matthewhuff89,1,4,0
0,m1010j,4,2400,0
0,leahciMic,91,85988,3
0,mmocny,32,31073,39
0,metaweta,5,1798,0
0,chernetsov,7,31299,0
0,mkhanal,8,27465,0
0,pivotalzergling,5,1434,0
0,Nebojsaa,11,10494,0
0,dubzzz,63,153659,5
0,obastemur,43,85227,1
0,eventlistener,1,37,0
0,olleolleolle,1377,356057,53
0,Osukaru,30,94292,13
0,rullopat,2,2297,0
0,myitcv,15,5093,23
0,paulvanbrenk,34,95651,3
0,pvdlg,47,94992,2
0,prayagverma,30,62106,7
0,rachelcarmena,38,52908,1
0,evoL,21,43608,7
0,reinrl,22,18483,2
0,robbyice,3,126853,0
0,cathoderay,13,9690,8
0,sderickson,3,6194,0
0,Scottkao85,22,66653,1
0,SimenB,73,192680,7
0,skupr,6,63690,1
0,StephanBijzitter,23,21860,0
0,smacker,62,41211,148
0,sunliwen,137,277888,9
0,theefer,53,72736,9
0,tkrotoff,53,198276,3
0,tdurtschi,8,88414,0
0,terencehonles,85,237519,13
0,CommanderRoot,189,202702,3
0,toddbranch,27,44026,0
0,tcrayford,70,59426,27
0,tjgrathwell,53,81731,3
0,vikki,19,13490,0
0,yasinkocak,37,172567,0
0,aptx4869,46,43013,7
0,codetriage-readme-bot,902,1164704,0
0,danielalexiuc,33,45189,5
0,darthjee,7,55,1
0,guy-mograbi-at-gigaspaces,18,6541,0
0,apla,97,50387,26
0,josevalim,8,3014,17
0,eksperimental,76,188610,3
0,lexmag,22,36154,5
0,ericmj,57,16665,12
0,whatyouhide,2,5780,0
0,alco,13,6221,21
0,wojtekmach,106,21575,43
0,yrashk,171,162775,77
0,fertapric,10,8428,0
0,jwarwick,57,102361,3
0,fishcakez,75,40737,5
0,michalmuskala,113,56912,4
0,rafaelfranca,135,122722,51
0,amatalai,27,11802,0
0,devonestes,52,174603,0
0,mururu,76,72619,3
0,michallepicki,6,5936,0
0,ggcampinho,4,9320,1
0,ericentin,23,6870,3
0,vanstee,75,81601,3
0,chyndman,1,2882,0
0,josephwilk,46,31719,44
0,meh,101,53228,38
0,andrzejsliwa,149,130627,9
0,fxn,20,23464,0
0,zhew2013,27,111380,3
0,pragdave,74,161958,16
0,oneeman,4,16781,0
0,hauleth,66,60613,49
0,xfumihiro,208,252236,2
0,myronmarston,76,70454,92
0,guedes,20,79540,7
0,brunoro,23,12366,1
0,henrik,194,225271,211
0,MSch,118,116707,47
0,tsubery,3,35067,1
0,Qqwy,71,51325,4
0,miaout17,20,135501,15
0,bellthoven,14,25603,10
0,kelvinst,94,110152,35
0,Gazler,143,119563,45
0,lpil,92,28027,11
0,thomasc,9,5713,5
0,doorgan,21,10419,1
0,v0idpwn,50,41435,2
0,lau,30,30061,1
0,sabiwara,21,10974,2
0,khia,33,28377,9
0,Raynes,94,82111,56
0,bitwalker,58,33107,7
0,lest,61,57193,32
0,PragTob,138,91922,33
0,DuoSRX,17,27515,7
0,bbense,30,10623,5
0,Erol,54,90973,2
0,milmazz,49,30640,1
0,pavlos,58,36865,14
0,bjfish,136,179717,1
0,eugulixes,7,8239,0
0,hassanshaikley,13,4056,2
0,sasa1977,24,12327,10
0,LostKobrakai,167,85686,3
0,gmile,50,82858,0
0,KronicDeth,64,47979,9
0,martinsvalin,31,108937,1
0,tonini,47,78247,5
0,liveforeverx,234,29741,9
0,mobileoverlord,129,44659,13
0,lackac,65,58775,30
0,gabrieltaylor,76,79315,1
0,JakeBecker,15,29830,3
0,marcandre,134,120401,34
0,nathanl,110,101093,25
0,lukaszsamson,47,15521,2
0,robi-wan,20,13738,4
0,AndrewDryga,41,45304,11
0,benjamintanweihao,129,180369,56
0,jbampton,991,1409883,35
0,kimshrier,33,14592,0
0,udaysinghcode,18,21484,0
0,wkhere,38,12284,3
0,ivan,2,8672,0
0,joshprice,97,109453,59
0,pedrosnk,55,521733,9
0,jisaacstone,16,27420,0
0,edgurgel,2,416,2
0,tony612,119,242911,1
0,Eiji7,4,4232,0
0,aerosol,126,39387,13
0,blatyo,42,53921,21
0,augiedb,8,7224,0
0,benwilson512,64,64109,8
0,qcam,40,24909,2
0,gj,4,811,0
0,guilleiguaran,170,280710,97
0,maennchen,62,49187,1
0,britto,56,69168,14
0,scrogson,97,25405,20
0,sunboshan,4,7809,0
0,davydog187,75,21350,1
0,Troush,38,42759,0
0,entertainyou,26,45505,0
0,am-kantox,29,4787,1
0,uohzxela,19,46818,1
0,alehander92,99,99086,1
0,betawaffle,37,81484,2
0,carlosgaldino,24,45214,10
0,christhekeele,110,103044,1
0,davidsulc,44,41475,14
0,fireproofsocks,9,3046,0
0,fhunleth,101,36744,10
0,baldmountain,11,3429,0
0,axelson,263,131002,20
0,justbaker,1,1,0
0,kipcole9,45,8783,12
0,maartenvanvliet,99,67798,1
0,mhinz,11,19703,1
0,Nitrino,38,45723,0
0,uesteibar,21,8238,0
0,xavier,47,38405,11
0,drexin,39,65026,6
0,joeyates,25,13124,3
0,ktec,94,30739,10
0,wrachwal,7,3743,0
0,zambal,23,9222,0
0,balexand,16,10557,0
0,chrismccord,48,18649,21
0,jeremyjh,52,28865,39
0,lstor,1,0,0
0,xiamx,72,141935,112
0,styx,39,6780,1
0,NJichev,46,33930,1
0,obahareth,88,158066,3
0,sorentwo,13,10549,0
0,princemaple,100,115642,0
0,wardbekker,61,51939,26
0,jgmchan,20,12358,0
0,jsvisa,106,215769,6
0,manpages,53,50252,7
0,mitchellhenke,158,148589,14
0,CrowdHailer,83,34549,4
0,madlep,19,19028,4
0,asummers,45,20087,0
0,bschaeffer,5,7952,0
0,voltone,32,12577,2
0,Cohen-Carlisle,18,32719,0
0,c-rack,70,33055,6
0,hlhr,1,0,0
0,hubertlepicki,90,73859,37
0,jparise,126,131674,30
0,Kabie,35,32596,2
0,lsylvester,83,63981,18
0,lucasweiblen,1,0,0
0,maxlapshin,16,2783,16
0,amorphid,132,219570,3
0,pwoolcoc,89,328978,44
0,pma,45,31682,1
0,philss,20,9554,0
0,rlustin,45,40060,0
0,rrrene,363,224971,41
0,jayjun,55,84597,0
0,ToJans,45,50233,10
0,WLSF,56,81201,0
0,allyraza,89,218345,5
0,palexanderm,2,2887,0
0,terceiro,124,135105,23
0,starbelly,84,21606,2
0,l4u,307,214385,138
0,n1rvana,131,103020,42
0,tedhexaflow,3,176,0
0,mgwidmann,63,39831,0
0,aptinio,60,51448,0
0,adrianomitre,51,62250,1
0,cqfd,75,44646,22
0,arcz,52,112582,0
0,sionide21,44,34886,16
0,bryanenders,20,10612,0
0,cblage,28,18803,3
0,cw789,10,14232,0
0,xtian,116,136569,3
0,dch,47,31909,1
0,drueck,16,26012,0
0,derekkraan,7,3600,9
0,ezkl,85,69827,53
0,gclementsatrue,1,1536,0
0,ggpasqualino,17,20304,0
0,jdeisenberg,29,10515,3
0,jknipp,30,62138,2
0,iamvery,72,65363,1
0,jeanmatheussouto,34,240696,8
0,jonatanklosko,18,7799,5
0,J3RN,104,189866,3
0,krestenkrab,45,17358,32
0,laurocaetano,15,58691,0
0,lmarlow,60,479413,22
0,TheFirstAvenger,43,25139,4
0,nielsbom,49,83743,3
0,esse,39,35503,4
0,QuinnWilton,112,52896,3
0,RichMorin,83,67693,5
0,rgreenjr,8,8013,0
0,RudolfMan,28,13458,0
0,techgaun,233,383920,74
0,doomspork,39,87973,5
0,smaximov,92,38932,0
0,honsq90,1,32,0
0,Sihui,9,41095,0
0,smorin,323,244205,20
0,ma2gedev,86,103946,5
0,thiamsantos,61,43887,1
0,TBK145,4,3304,1
0,tomkadwill,3,22859,0
0,zgohr,37,81053,4
0,Zanadar,1,0,0
0,ephe-meral,18,11442,7
0,parroty,70,94479,2
0,preciz,3,733,0
0,lacrosse,15,32138,0
0,ciaran,22,8347,22
0,aaronrenner,105,65082,3
0,Adzz,56,36869,2
0,adamu,10,5704,0
0,xymbol,49,48224,0
0,azizk,17,11658,0
0,basdirks,1,2882,0
0,volcov,10,31246,0
0,ctrlShiftBryan,42,122820,0
0,carlosantoniodasilva,50,40856,34
0,carlosmn,62,109646,153
0,fabrik42,43,91467,11
0,cleidiano,18,6361,0
0,hairyhum,75,37352,17
0,derekmcloughlin,12,289898,108
0,dim,53,106274,42
0,zorbash,74,88092,1
0,dmlittle,9,26003,0
0,henrythebuilder,8,5880,0
0,ekosz,53,54484,16
0,wasnotrice,61,71047,27
0,eugmes,20,25130,1
0,feliperenan,8,5296,0
0,fmcgeough,18,42104,3
0,gmcabrita,1,543,0
0,ipinak,28,24928,1
0,JEG2,50,41159,58
0,hrubi,42,19138,0
0,jeffkreeftmeijer,69,54831,47
0,jeroenvisser101,130,222572,1
0,Joe-noh,65,52158,0
0,vorce,31,7489,0
0,johansja,20,9102,0
0,joladev,23,32177,0
0,jwfearn,26,43995,0
0,jonnystoten,23,16831,0
0,h4cc,242,121004,6
0,jur0,19,10584,2
0,justinj,49,87602,1
0,kevinbader,18,38212,0
0,Ljzn,33,14858,1
0,leandrocp,95,67626,0
0,marcelotto,7,2962,0
0,marciol,55,23514,15
0,kpanic,37,13492,5
0,mgartner,24,23835,0
0,patrickgombert,14,7259,0
0,pdgonzalez872,63,20991,0
0,pdericson,13,29582,0
0,romul,85,21998,147
0,radar,84,188648,27
0,sashaafm,24,15498,1
0,saulecabrera,21,16572,0
0,sabondano,60,29693,5
0,slapxxi,26,73564,0
0,sger,21,72753,0
0,shdblowers,8,30203,0
0,StevenXL,68,82135,0
0,tokafish,42,60088,0
0,supersimple,62,39572,2
0,Tuxified,31,13839,24
0,Stratus3D,14,20159,1
0,s3cur3,19,6280,0
0,dsdshcym,48,41468,5
0,aforward,10,3808,2
0,druzn3k,13,30073,0
0,fieldinrain,41,24691,0
0,k1complete,27,9044,14
0,niku,118,74549,70
0,adkron,57,58712,12
0,jvf,12,10672,0
0,ottolin,17,9821,0
0,superhawk610,31,40014,0
0,eproxus,65,106353,26
0,drincruz,24,41489,0
0,albertoalmagro,26,45560,3
0,aleinside,13,17414,0
0,amarandon,23,36259,8
0,brodeuralexis,26,8060,0
0,alistairstead,4,1198,0
0,potatosalad,137,67286,72
0,Odaeus,30,20702,11
0,AnilRedshift,19,10843,1
0,anildigital,49,72821,11
0,arjan,112,49024,19
0,arkgil,35,12047,8
0,artemrizhov,16,39824,5
0,blambi,5,4693,0
0,BenBals,19,43407,1
0,FreedomBen,158,165514,7
0,billgathen,25,9329,4
0,achempion,60,30515,1
0,brettbeatty,2,2962,0
0,orderthruchaos,37,15060,18
0,bcardarella,11,3506,0
0,thebrianemory,3,187,0
0,bgianfo,10,7142,1
0,beedub,38,66940,2
0,bruce,56,54305,14
0,zeroum,1,30,0
0,bryanhunter,109,75748,7
0,bryanjos,30,33151,4
0,cameronp,11,4891,1
0,soteras,1,16,0
0,ChrisBarthol,24,98485,1
0,cebernard,4,6476,2
0,tyre,63,92290,14
0,camilleryr,16,37351,0
0,m1dnight,11,9558,0
0,cas27,15,13493,0
0,revdan,22,50578,0
0,nifoc,43,37335,0
0,darraghenright,14,8137,0
0,dcuddeback,1,909,0
0,ukrbublik,18,10809,34
0,dnsbty,18,14242,0
0,ericlathrop,5,249,0
0,et,106,390756,14
0,qinix,68,126646,1
0,edennis,34,9356,4
0,enilsen16,49,36736,0
0,felipesere,43,25190,0
0,fchabouis,9,8777,0
0,gjaldon,107,144221,4
0,garthk,59,112142,5
0,GeorgeTaveras1231,64,85783,0
0,gianluca-nitti,11,4800,1
0,nirev,39,10057,2
0,glazzari,4,3914,0
0,Enders,12,27789,1
0,gustf,10,30846,0
0,Hanspagh,30,28956,1
0,QWYNG,75,52803,0
0,hissssst,28,8687,1
0,iangreenleaf,117,123726,12
0,igas,40,46152,0
0,van-mronov,44,68521,0
0,jcabotc,4,2925,0
0,jaimeiniesta,157,77291,52
0,jwworth,70,123447,1
0,jpb,33,28508,0
0,jrusso1020,14,35441,0
0,jarsen,3,1334,1
0,jeregrine,45,23736,5
0,ejpcmac,26,38826,0
0,jerel,49,63979,33
0,johan-carlsson,6,6826,1
0,mertonium,58,39130,29
0,jjcarstens,66,14954,2
0,jmbejar,42,76957,19
0,jbcrail,42,68982,5
0,jbranchaud,39,150265,4
0,linjunpop,92,46001,9
0,jung-hunsoo,11,7421,0
0,ankhers,17,27814,0
0,kiela,9,5622,0
0,k14i,12,16294,0
0,Kosmas,96,193322,6
0,wende,34,74731,7
0,lasseebert,52,25995,0
0,duijf,4,7752,7
0,mrluc,58,117722,2
0,maco,43,55842,5
0,Maikon,51,157457,0
0,mrcasals,54,86581,6
0,crabonature,8,12748,0
0,mariusbutuc,115,138846,3
0,msaraiva,16,7162,4
0,Frost,63,56994,11
0,msysyamamoto,23,68495,0
0,klippx,38,65881,18
0,notriddle,30,25857,58
0,michaelkschmidt,28,33229,1
0,koudelka,19,18801,20
0,sokolnickim,2,27096,0
0,mszczygiel,22,82543,0
0,MichalDolata,13,6440,0
0,szajbus,33,12468,3
0,linduxed,15,11957,1
0,boddhisattva,38,66204,0
0,nbw,37,37260,0
0,njonsson,6,3660,1
0,olafura,27,10160,1
0,orenbenkiki,5,1925,0
0,oskarkook,8,6448,0
0,pablocostass,21,7106,1
0,padde,50,51542,3
0,Hinidu,27,32107,0
0,noozo,21,10716,0
0,tlrobinson,60,203213,658
0,willtrnr,4,1948,0
0,joebordes,81,66536,1
0,dacort,56,92891,40
0,flyingmachine,30,38376,7
0,EvilPuppetMaster,2,3918,0
0,victoriaspek,0,0,0
0,datos-ops,0,0,0
0,r-kot,3,5030,2
0,cgopalan,26,62902,1
0,mavimo,222,255017,19
0,michaelshobbs,20,14121,5
0,kenbier,19,31629,2
0,joshuashort,6,6056,2
0,ascandella,67,59427,16
0,pfeiffer,120,143022,44
0,jornh,52,54245,3
0,ogeagla,20,30430,0
0,chaudum,47,100763,0
0,stefano,5,4390,0
0,Varunram,89,312430,0
0,jbrooksuk,10,1663,33
0,lukaswelte,60,166671,9
0,borkdude,175,405696,51
0,wtfleming,11,10991,0
0,metamben,1,0,0
0,bshepherdson,36,59696,5
0,lmatsuura,3,5078,0
0,michaelshen7310,0,0,0
0,nikita2206,33,42621,1
0,tanzoniteblack,44,50033,2
0,wvengen,24,7773,17
0,brunobergher,11,15333,0
0,puhrez,17,403602,0
0,mariusz-jachimowicz-83,21,4668,0
0,marcua,18,31776,10
0,bobwaycott,5,4556,0
0,malthejorgensen,63,160105,4
0,psalaberria002,45,33059,0
0,danielledalton,0,0,0
0,AlexanderKraev,1,3901,0
0,snoe,23,7962,3
0,MarkRx,1,1807,1
0,ghiculescu,176,118668,5
0,alexcwatt,41,160239,1
0,anoopk19,4,6020,0
0,aslanbakirov,47,169902,0
0,celwell,35,32752,2
0,devurandom,100,73160,11
0,dv321,8,10123,0
0,federicotdn,1,79,0
0,valtlfelipe,24,41081,0
0,ipeevski,16,10362,3
0,jacktasia,33,68173,4
0,parisholley,166,212675,9
0,pjaspers,56,40211,30
0,rplevy,19,6466,8
0,rodo,62,56853,5
0,yejianye,17,32471,7
0,Shashwat986,32,35322,2
0,lins05,66,103778,4
0,botchniaque,13,34423,0
0,wilson,40,58114,36
0,jaredmcdonald,18,505604,1
0,sunui,51,85445,16
0,PatButlerTR,0,0,0
0,rthouvenin,18,90966,0
0,VikramTiwari,84,254530,8
0,0xflotus,2231,1306043,76
0,Addvilz,39,60765,35
0,alai04,41,78240,0
0,andrioni,35,47042,1
0,AlexBeggs,39,113324,0
0,maliayas,10,8953,1
0,asavoy,65,159095,25
0,aminvakil,37,46874,33
0,andrewboltachev,10,81276,1
0,ei-grad,132,203001,13
0,stieg,24,16825,1
0,podviaznikov,130,100395,31
0,abn,152,234287,3
0,azundo,37,105574,1
0,bcherry,43,98818,138
0,blx,32,28262,2
0,Bonifacio2,21,379069,0
0,CarlRosell,60,117576,0
0,Cerberus,17,25532,0
0,cmann50,1,0,0
0,sturgill,12,9490,0
0,cjwooo,5,2634,0
0,c-oreills,26,47098,9
0,pygeek,45,183608,5
0,dakshshah96,71,219239,4
0,dleve123,35,30863,0
0,deecewan,75,63420,11
0,davidszkiba,6,13773,0
0,diwu1989,69,64790,1
0,diegmonti,1,530,0
0,rubiagatra,84,205175,10
0,druwynings,24,92304,3
0,dylburger,37,376766,1
0,etlweather,48,22973,3
0,erp12,15,24217,3
0,edenzik,27,58544,1
0,elarouche,6,4743,0
0,emurphy,25,546138,5
0,ericdallo,70,33968,4
0,etiennecallies,3,3960,0
0,ekalinin,53,328437,1
0,facundofarias,57,83545,0
0,frankzhao,30,34211,0
0,argvader,53,13431,2
0,marketingnerds,1,3901,0
0,GuiSim,35,121431,0
0,hkothari,6,29963,0
0,haydn,36,58053,0
0,hhfa1990,9,18928,0
0,HugoCornu,6,5005,0
0,hgwood,47,83637,2
0,halves-ubiwhere,1,1,0
0,ifosch,87,114584,6
0,jc-louis,4,4449,0
0,jacobfrackson,1,3901,0
0,jestan,24,21174,21
0,jimmy-outschool,1,3901,0
0,jodok,35,42518,6
0,joeirimpan,84,125989,3
0,wjoel,24,15368,0
0,johnbacon,51,130860,2
0,joneath,13,7143,3
0,josegonzalez,289,233105,52
0,jgoux,24,68307,0
0,u2mejc,27,37017,1
0,perrinjerome,57,106286,1
0,kkalyan,9,41678,0
0,gkarthiks,184,255296,0
0,khtdr,8,33716,1
0,kgeis,128,155401,0
0,thisiskj,11,92703,0
0,kistleh,6,4042,0
0,psaniko,6,4704,0
0,kimroen,78,126745,0
0,dashkb,54,118564,0
0,LewisJEllis,31,50235,0
0,lindsay-stevens,10,6068,4
0,lattwood,72,133797,0
0,perseghini,6,4257,0
0,mvertes,33,156733,0
0,marekaf,27,63609,0
0,mfeckie,122,125786,2
0,mattbillenstein,4,175,0
0,matthewconstantine,18,2851,10
0,matthieu-foucault,24,77903,0
0,maxgashkov,2,3911,0
0,kaplanmaxe,23,114253,0
0,MxKaras,8,4102,0
0,maxzheng,28,25855,0
0,cycomachead,111,100657,6
0,michaelglass,118,74731,14
0,michaelklishin,88,120641,62
0,mkopinsky,33,38339,3
0,michael-todorovic,13,15595,0
0,whatthewhat,33,24894,0
0,mfazekas,77,89340,24
0,farnasirim,28,84878,1
0,morganhankins,7,4804,0
0,redhoyasa,20,64343,0
0,nsmith5,15,3045,9
0,nvercamm,14,54628,0
0,nielspardon,7,12442,0
0,orlando,52,133346,3
0,ojongerius,54,163562,1
0,paulduran,20,33337,9
0,rohitpaulk,80,151491,3
0,paularmand,15,24124,0
0,philippeapril,7,6138,0
0,pdbrown,20,32421,0
0,Plugner,27,20082,2
0,bobchao,50,22176,13
0,aregee,68,111286,5
0,RanFeldeshKik,2,4112,0
0,raphaelmerx,43,71461,3
0,richardlt,16,9989,1
0,romannekhor,24,47324,0
0,ryancw,16,30056,0
0,samhogg,20,22576,0
0,pokoli,57,63771,7
0,sh-tatsuno,9,26828,1
0,moio,35,49305,0
0,snkashis,65,38511,6
0,smokris,43,10856,0
0,stratosgear,107,132243,4
0,pmint93,22,58274,2
0,rawyler,9,8235,4
0,TomSesselmann,7,9532,0
0,tiagovarela,7,14430,0
0,spike008t,139,229914,5
0,gitim,16,98096,0
0,tjmcewan,47,74541,4
0,tpope,8,12331,16
0,tobbbles,15,7904,0
0,tomaspinho,39,32759,1
0,vaenow,56,136720,8
0,fulldecent,270,512792,14
0,williamjacksn,1,0,0
0,wsvincent,18,51708,19
0,amyuki,6,8324,0
0,yannickcornaille,3,22769,0
0,yeskas,4,7893,0
0,yo-iida,7,20082,0
0,YuriGal,3,5604,0
0,adamfeldman-ris,6,12070,0
0,ajatamayo,19,38643,0
0,aljkor,1,0,0
0,asyncopation,3,6472,0
0,cahlchang,10,27762,0
0,chadawagner,14,22654,0
0,kaklakariada,11,1496,2
0,criess,14,33073,0
0,etoulas,12,21095,0
0,dogma0,17,125080,1
0,ghaudiquet,2,3975,0
0,hawaiik,1,3902,0
0,heckendorfc,26,6668,2
0,iGitScor,17,4960,1
0,jf-beauvais,6,3144,0
0,joannekoong,34,156358,0
0,iamkyu,14,12620,0
0,matt-sanders,11,22729,0
0,mix5003,9,4585,0
0,okoriko,3,5079,0
0,shaohua,188,267449,24
0,ssilberman,1,3902,0
0,taogawa,5,4471,0
0,wangkang,9,29270,0
0,wsterzik,1,0,0
0,xgdgsc,100,257161,2