,login,reponum,code,star,commit,Objective-C,Clojure,Java,Go,JavaScript,Swift
0,James-Dunn,4,636,0,49,0,0,0,0,0,0
0,thw0rted,2,108,0,5,0,0,0,0,74,0
0,JannesMeyer,28,240294,309,1905,1711286,0,0,0,0,0
0,trusktr,48,990366,263,1490,0,0,0,0,24814,0
0,joeyparrish,11,34920,3,490,0,0,0,0,0,0
0,johnlinp,57,310685,270,1251,0,0,0,0,0,0
0,jberney,13,11591,1,177,0,0,0,0,107694,0
0,joscha,36,111800,255,1419,0,0,676,0,0,0
0,jpalermo,3,1170,1,14,0,0,0,0,0,0
0,joshk,12,30566,216,265,0,0,0,0,0,0
0,jurko-gospodnetic,0,0,0,0,0,0,0,0,0,0
0,aligneddev,14,307992,12,364,0,0,0,0,0,0
0,kkirsche,143,8558710,320,2611,13869,0,0,0,1003755,0
0,kris7t,16,3354967,16,317,79,0,0,0,0,0
0,ljwall,28,732168,18,1184,0,0,0,0,134165,0
0,limonte,11,46499,172,219,0,0,0,0,0,0
0,kryger,12,172301,2,89,0,0,0,0,0,0
0,majidmade,6,60184,0,138,0,0,0,0,53531,0
0,Maximaximum,8,42082,2,98,0,0,0,0,990,0
0,marcioj,35,419688,117,800,4600,0,0,0,0,0
0,mcamac,16,388399,129,873,0,0,0,0,2359573,0
0,ertrzyiks,89,436157,54,1842,0,0,0,0,146839,0
0,nextmat,9,45031,303,257,0,0,0,0,0,0
0,mattc41190,49,1606031,15,585,0,0,0,0,74288,0
0,matthewhuff89,16,41780,2,519,5141,0,0,0,2287,0
0,m1010j,3,33376,3,225,0,0,0,0,97762,0
0,leahciMic,67,411649,90,710,0,0,0,0,0,0
0,mmocny,25,145815,16,478,2736,0,0,0,0,0
0,metaweta,4,103671,40,112,0,0,0,0,0,0
0,chernetsov,4,844,0,29,0,0,0,0,12753,0
0,mkhanal,13,11049,5,87,0,0,0,0,0,0
0,pivotalzergling,0,0,0,0,0,0,0,0,0,0
0,Nebojsaa,5,20700,0,22,0,0,0,0,0,0
0,dubzzz,67,671431,3125,7347,0,0,0,0,0,0
0,obastemur,22,5142574,309,364,380748,0,206277,0,0,0
0,eventlistener,0,0,0,0,0,0,0,0,0,0
0,olleolleolle,11,54958,68,225,0,0,0,0,0,0
0,Osukaru,10,348617,16,127,0,0,0,0,0,0
0,rullopat,1,338,1,10,0,0,0,0,0,0
0,myitcv,41,-523002,240,921,0,0,0,0,664,0
0,paulvanbrenk,5,2063,0,11,0,0,0,0,43,0
0,pvdlg,15,-27296,341,1201,0,0,342310,0,0,0
0,prayagverma,35,10833901,13,1365,0,0,0,0,24375,0
0,rachelcarmena,21,2084336,24,554,0,0,1453,0,0,0
0,evoL,29,212345,92,1158,11638,0,0,0,0,0
0,reinrl,2,235,0,7,0,0,0,0,0,0
0,robbyice,8,50616,0,169,0,0,0,0,350053,0
0,cathoderay,52,683854,67,1223,0,0,0,0,6383369,0
0,sderickson,5,22375,10,228,0,0,0,0,183688,0
0,Scottkao85,28,1960523,1,424,0,0,0,0,4030320,0
0,SimenB,36,143527,795,2027,0,0,0,0,0,0
0,skupr,0,0,0,0,0,0,0,0,0,0
0,StephanBijzitter,1,2398,0,1,0,0,0,0,76455,0
0,smacker,36,7748441,288,962,0,0,0,0,75714,0
0,sunliwen,19,482339,2,769,0,0,0,0,3736,0
0,theefer,36,557289,113,7991,0,0,0,0,0,0
0,tkrotoff,14,241901,335,1868,0,0,0,0,1329,0
0,tdurtschi,13,812065,1,428,0,0,0,0,221210,0
0,terencehonles,11,67878,70,7547,0,0,0,0,0,0
0,CommanderRoot,3,37021,11,9508,0,0,0,0,10119,0
0,toddbranch,49,249211,31,1241,515,0,0,0,0,0
0,tcrayford,24,228903,657,1745,1291,0,0,0,0,0
0,tjgrathwell,17,48479,198,717,0,0,0,0,0,0
0,vikki,19,75193,18,151,0,0,0,0,994932,0
0,yasinkocak,7,2767,21,70,0,0,0,0,0,0
0,aptx4869,7,338719,5,97,0,0,0,0,0,0
0,codetriage-readme-bot,25,1112954,0,1258,0,0,53953,0,0,0
0,danielalexiuc,12,316055,16,58,858,0,0,0,0,0
0,darthjee,59,308925,11,4432,0,0,0,0,97454,0
0,guy-mograbi-at-gigaspaces,38,96527,1,957,0,0,0,0,0,0
0,apla,35,264841,710,4023,400735,0,0,0,0,0
0,josevalim,5,4827,393,62,0,0,0,0,0,0
0,eksperimental,35,282867,51,1314,0,0,0,0,0,0
0,lexmag,13,11831,1430,656,0,0,0,0,641,0
0,ericmj,21,240326,721,919,0,0,0,0,84756,0
0,whatyouhide,20,2723,3734,3456,0,0,0,0,0,0
0,alco,64,325744,3827,2304,143284,0,0,0,4902,0
0,wojtekmach,119,1526888,2338,2764,1090,0,0,0,0,0
0,yrashk,81,5114367,1156,5900,18956,0,0,0,0,0
0,fertapric,7,6139,165,326,0,0,0,0,0,0
0,jwarwick,41,967074,54,1047,0,0,0,0,0,0
0,fishcakez,36,78368,560,658,0,0,0,0,0,0
0,michalmuskala,45,1181702,2099,929,0,0,0,0,0,0
0,rafaelfranca,30,189182,107,1398,33575,0,0,0,10465,0
0,amatalai,4,774,0,20,0,0,0,0,0,0
0,devonestes,21,433814,1385,854,0,0,0,0,0,0
0,mururu,46,295064,281,595,0,0,0,0,0,0
0,michallepicki,9,24431,15,753,0,0,0,0,0,0
0,ggcampinho,1,5150,0,12,0,0,0,0,4397,0
0,ericentin,22,22308,642,402,4171,0,0,0,0,0
0,vanstee,37,490675,175,706,345926,0,0,0,0,0
0,chyndman,7,1216226,1,124,1860973,0,649066,0,14719,0
0,josephwilk,77,886396,1698,4811,35767,0,0,0,0,0
0,meh,262,972589,1070,13159,0,0,0,0,0,0
0,andrzejsliwa,75,752660,276,1079,0,0,0,0,0,0
0,fxn,22,74101,3226,2931,0,0,0,0,0,0
0,zhew2013,21,1208554,514,1311,5742,0,0,0,306821,0
0,pragdave,105,4375295,2339,3807,0,0,0,0,0,0
0,oneeman,1,73294,0,90,0,0,0,0,14459,0
0,hauleth,77,134517,1145,1504,0,0,537,0,382,0
0,xfumihiro,10,35739,2708,233,5138,0,0,0,0,0
0,myronmarston,33,6102404,206,780,0,0,0,0,0,0
0,guedes,21,249480,349,797,0,0,0,0,0,0
0,brunoro,20,391835,34,508,0,0,0,0,63333,0
0,henrik,55,26224,1814,3645,10310,0,0,0,0,0
0,MSch,38,102074,213,1470,198293,0,0,0,0,0
0,tsubery,1,2023,2,3,0,0,0,0,0,0
0,Qqwy,94,6804170,1271,8082,3280,0,0,0,535213,0
0,miaout17,22,187131,151,627,14838,0,0,0,0,0
0,bellthoven,6,22685,79,163,0,0,0,0,0,0
0,kelvinst,55,944486,48,882,0,0,0,0,18681,0
0,Gazler,63,227808,6964,1447,753,0,0,0,5998,0
0,lpil,167,2366424,1664,7160,0,0,0,0,0,0
0,thomasc,2,1950,5,2,0,0,0,0,0,0
0,doorgan,15,60045,170,530,0,0,0,0,0,0
0,v0idpwn,30,150440,18,390,0,0,0,0,0,0
0,lau,17,10820,896,1048,0,0,0,0,0,0
0,sabiwara,8,40252,132,503,0,0,0,0,102757,0
0,khia,22,51553,83,193,0,0,0,0,0,0
0,Raynes,104,461124,3104,4841,0,0,0,0,0,0
0,bitwalker,61,771869,10679,5919,0,0,0,9263,0,0
0,lest,28,177663,489,5207,0,0,0,0,0,0
0,PragTob,53,383075,525,2944,0,0,0,0,3826,0
0,DuoSRX,21,47131,41,636,0,0,0,0,0,0
0,bbense,18,1130262,62,244,0,0,0,0,0,0
0,Erol,27,24324,21,702,0,0,0,0,0,0
0,milmazz,33,433372,185,1885,0,0,0,0,0,0
0,pavlos,8,8001,56,136,0,0,0,0,0,0
0,bjfish,20,274946,57,233,0,0,0,0,0,0
0,eugulixes,0,0,0,0,0,0,0,0,0,0
0,hassanshaikley,16,169968,28,1603,0,0,0,0,22980,0
0,sasa1977,25,144375,4659,2680,0,0,0,0,359604,0
0,LostKobrakai,78,751156,134,1038,0,0,0,0,0,0
0,gmile,31,33966,30,1180,0,0,0,0,0,0
0,KronicDeth,22,866153,1559,7465,8747,0,0,0,0,0
0,martinsvalin,18,149112,90,992,0,0,0,0,68928,0
0,tonini,47,269034,1246,2493,0,0,0,0,0,0
0,liveforeverx,51,126769,289,334,380675,0,0,0,0,0
0,mobileoverlord,40,536696,272,478,7283,0,0,0,0,0
0,lackac,37,119624,195,682,3398,0,0,0,6053,0
0,gabrieltaylor,23,142975,7,1308,62096,0,0,0,213006,0
0,JakeBecker,8,163045,1300,524,0,0,0,0,2767,0
0,marcandre,34,101620,836,1236,0,0,0,0,0,0
0,nathanl,52,314939,631,1997,0,0,0,0,12091,0
0,lukaszsamson,31,126396,6,789,0,0,0,0,0,0
0,robi-wan,7,8763,6,227,0,0,0,0,0,0
0,AndrewDryga,14,71917,996,451,0,0,0,0,5748,0
0,benjamintanweihao,152,1022568,1069,1672,0,0,0,0,0,0
0,jbampton,27,10555870,57,2254,1233678,0,0,0,0,0
0,kimshrier,1,291,0,2,0,0,0,0,0,0
0,udaysinghcode,19,463407,14,1379,0,0,0,0,1358,0
0,wkhere,52,2054111,174,37723,22838,0,0,0,0,0
0,ivan,0,0,0,0,0,0,0,0,0,0
0,joshprice,23,75010,41,559,0,0,0,0,0,0
0,pedrosnk,28,107934,6,390,0,0,0,0,9596,0
0,jisaacstone,23,134034,69,322,0,0,0,0,0,0
0,edgurgel,22,182423,4695,3221,34330,0,0,0,0,0
0,tony612,66,726678,616,1700,8354,0,0,0,50332,0
0,Eiji7,1,1077,0,1,0,0,0,0,0,0
0,aerosol,51,352479,462,1677,2546,0,0,0,0,0
0,blatyo,46,438059,396,730,0,0,0,0,4184,0
0,augiedb,11,10670,2,188,0,0,0,0,0,0
0,benwilson512,21,81411,30,189,0,0,5682,0,0,0
0,qcam,19,1246746,758,736,0,0,0,0,0,0
0,gj,3,6544,72,291,0,0,0,0,0,0
0,guilleiguaran,88,-755484,1264,4837,216245,0,0,0,0,0
0,maennchen,5,24476,1287,387,0,0,0,0,0,0
0,britto,2,777,5,102,0,0,0,0,0,0
0,scrogson,55,199698,457,771,1018,0,0,0,0,0
0,sunboshan,19,31218,79,349,0,0,0,0,0,0
0,davydog187,47,48922,85,450,0,0,0,0,25717,0
0,Troush,15,96847,21,62,0,0,0,0,0,0
0,entertainyou,11,10623,2,395,0,0,0,0,0,0
0,am-kantox,65,179851,395,2599,0,0,0,0,0,0
0,uohzxela,37,2153869,1446,1051,5214,0,0,0,15425,0
0,alehander92,100,1249528,723,664,1194,0,0,0,0,0
0,betawaffle,20,11262,19,130,0,0,0,0,0,0
0,carlosgaldino,29,147989,991,515,0,0,0,0,0,0
0,christhekeele,40,71152,122,1041,0,0,0,0,0,0
0,davidsulc,30,1634208,754,1070,0,0,0,0,11996,0
0,fireproofsocks,18,793388,60,222,0,0,0,0,0,0
0,fhunleth,118,16951229,846,70667,179811,0,0,0,0,0
0,baldmountain,31,254266,33,359,0,0,0,0,0,0
0,axelson,58,571171,340,4007,0,0,0,0,0,0
0,justbaker,5,7971,4,135,0,0,0,0,0,0
0,kipcole9,47,3739056,624,2815,0,0,0,0,0,0
0,maartenvanvliet,39,183807,217,1579,0,0,0,0,0,0
0,mhinz,25,22824,24992,4009,3057,0,0,0,0,0
0,Nitrino,16,-52275,470,781,0,0,0,6386,0,0
0,uesteibar,40,1244275,466,1510,0,0,0,0,34295,0
0,xavier,26,434832,246,1137,0,0,0,0,0,0
0,drexin,4,2310,3,38,0,0,0,0,0,0
0,joeyates,61,134504,1236,3243,0,0,0,0,0,0
0,ktec,57,3120241,148,1368,0,0,0,0,0,0
0,wrachwal,6,59896,1,207,0,0,0,0,0,0
0,zambal,15,46621,222,448,0,0,0,0,0,0
0,balexand,13,32989,7,680,0,0,0,0,0,0
0,chrismccord,50,292118,4055,1346,0,0,0,0,0,0
0,jeremyjh,10,143540,1493,1744,1889,0,0,0,11149,0
0,lstor,1,9835,0,95,0,0,0,0,0,0
0,xiamx,29,2928604,990,330,0,0,0,0,0,0
0,styx,51,86487,99,898,0,0,0,0,1606,0
0,NJichev,21,20105,11,298,0,0,0,0,0,0
0,obahareth,19,534729,451,857,0,0,0,0,0,0
0,sorentwo,31,63589,3074,3150,1520,0,0,0,0,0
0,princemaple,47,140992,281,1714,0,0,0,0,346,0
0,wardbekker,26,115000,76,1841,0,0,0,0,0,0
0,jgmchan,8,16283,7,162,0,0,0,0,0,0
0,jsvisa,16,320766,32,196,0,0,0,0,0,0
0,manpages,113,234899,85,2500,0,0,0,0,0,0
0,mitchellhenke,45,2103095,48,990,3956,0,0,0,0,0
0,CrowdHailer,156,1117726,2269,7540,0,0,0,0,70859,0
0,madlep,37,259212,77,1345,0,0,0,0,0,0
0,asummers,11,13018,34,190,0,0,0,0,0,0
0,bschaeffer,9,4838,16,55,0,0,0,0,0,0
0,voltone,10,18085,130,206,0,0,0,0,0,0
0,Cohen-Carlisle,18,97825,2,640,0,0,0,0,0,0
0,c-rack,19,90404,240,941,271140,0,0,0,0,0
0,hlhr,0,0,0,0,0,0,0,0,0,0
0,hubertlepicki,45,59052,149,13053,191506,0,0,0,0,0
0,jparise,33,581068,1615,1853,40282,0,0,0,6390,0
0,Kabie,12,12803,43,159,0,0,0,446,0,0
0,lsylvester,18,41493,32,700,0,0,0,0,0,0
0,lucasweiblen,85,3459215,10,1115,25801,0,0,0,1328,0
0,maxlapshin,31,2519074,1168,1062,0,0,0,0,0,0
0,amorphid,165,1423856,17,3031,3352,0,0,0,0,0
0,pwoolcoc,60,328175,266,1684,0,0,0,0,0,0
0,pma,14,21344,768,481,0,0,0,0,0,0
0,philss,28,736414,1874,966,0,0,0,0,0,0
0,rlustin,11,11866,9,281,0,0,0,0,0,0
0,rrrene,46,147376,6276,6679,0,0,0,0,0,0
0,jayjun,7,7386,270,138,487,0,0,0,0,0
0,ToJans,46,388151,312,1737,0,0,0,0,0,0
0,WLSF,27,125975,34,266,400675,0,0,0,0,0
0,allyraza,37,754811,2,475,235,0,0,0,0,0
0,palexanderm,1,2,0,2,0,0,0,0,0,0
0,terceiro,26,312780,80,4555,30568,0,0,0,0,0
0,starbelly,14,7576,125,320,0,0,0,0,0,0
0,l4u,54,3334087,434,7003,8597844,0,0,0,0,0
0,n1rvana,17,202032,24,2186,0,0,0,0,0,0
0,tedhexaflow,0,0,0,0,0,0,0,0,0,0
0,mgwidmann,41,202265,294,1870,4417,0,0,0,12471,0
0,aptinio,7,7775,91,158,0,0,0,0,0,0
0,adrianomitre,23,105732,50,2551,282,0,0,0,0,0
0,cqfd,73,742699,134,651,439,0,0,0,0,0
0,arcz,5,113725,19,67,0,0,0,0,0,0
0,sionide21,51,4946764,67,1028,0,0,198438,0,0,0
0,bryanenders,12,4735,4,50,204,0,0,0,0,0
0,cblage,6,55642,260,815,0,0,0,0,1458095,0
0,cw789,9,829161,0,31402,0,0,0,0,824298,0
0,xtian,22,108412,56,942,0,0,0,0,3882,0
0,dch,32,2109943,62,29118,5508,0,0,0,0,0
0,drueck,17,207092,3,1102,0,0,0,0,44969,0
0,derekkraan,11,64113,1673,1141,0,0,0,0,0,0
0,ezkl,22,50786,139,450,0,0,0,0,0,0
0,gclementsatrue,0,0,0,0,0,0,0,0,0,0
0,ggpasqualino,17,92389,80,347,0,0,0,0,0,0
0,jdeisenberg,39,879917,161,689,0,0,0,0,0,0
0,jknipp,7,6509,8,38,0,0,0,0,0,0
0,iamvery,80,537297,170,3441,0,0,0,0,6426,0
0,jeanmatheussouto,29,2025182,11,557,0,0,0,0,0,0
0,jonatanklosko,31,501651,308,1437,0,0,0,0,0,0
0,J3RN,48,34318,49,4090,0,0,0,0,0,0
0,krestenkrab,33,1442471,1070,3418,113896,0,1417801,0,0,0
0,laurocaetano,23,39460,56,363,0,0,1430,0,0,0
0,lmarlow,10,2536,186,265,0,0,0,0,0,0
0,TheFirstAvenger,30,99889,357,336,0,0,0,0,0,0
0,nielsbom,18,138402,3,134,0,0,0,0,0,0
0,esse,44,148865,27,954,0,0,0,0,31346,0
0,QuinnWilton,36,99459,477,568,0,0,46585,0,0,0
0,RichMorin,7,82389,21,105,0,0,0,0,0,0
0,rgreenjr,8,95446,43,1504,117,0,0,0,148,0
0,RudolfMan,3,4512,1,51,0,0,0,0,1742,0
0,techgaun,170,292374,4344,3243,2400,0,0,0,0,0
0,doomspork,34,76335,150,675,0,0,0,0,0,0
0,smaximov,30,258034,14,1447,0,0,0,0,29634,0
0,honsq90,4,4450,1,45,0,0,0,0,0,0
0,Sihui,14,732956,2,459,0,0,177578,0,0,0
0,smorin,28,2175722,88,580,0,0,0,0,0,0
0,ma2gedev,47,98252,455,1061,0,0,0,0,0,0
0,thiamsantos,38,44629,191,805,0,0,0,8391,0,0
0,TBK145,1,323,1,1,0,0,0,0,0,0
0,tomkadwill,31,79536,46,661,0,0,0,0,0,0
0,zgohr,19,70031,11,109,0,0,0,0,0,0
0,Zanadar,0,0,0,0,0,0,0,0,0,0
0,ephe-meral,23,862155,39,422,0,0,0,0,0,0
0,parroty,51,104357,2448,3312,0,0,0,0,0,0
0,preciz,17,7678,51,763,0,0,0,0,0,0
0,lacrosse,19,45959,4,580,0,0,0,0,0,0
0,ciaran,30,57874,516,394,153777,0,0,0,0,0
0,aaronrenner,57,193139,116,1512,0,0,0,0,25566,0
0,Adzz,111,1441577,150,1205,0,0,0,0,0,0
0,adamu,10,23797,18,147,0,0,0,0,0,0
0,xymbol,4,111943,14,100,0,0,0,0,42563,0
0,azizk,4,771990,45,2486,0,0,0,0,0,0
0,basdirks,2,665,0,134,0,0,0,0,560,0
0,volcov,7,18506,7,222,0,0,0,0,0,0
0,ctrlShiftBryan,59,1861268,3,502,0,0,0,0,0,0
0,carlosantoniodasilva,16,71606,209,799,0,0,0,0,506,0
0,carlosmn,22,1437389,55,433,0,0,0,0,0,0
0,fabrik42,29,203434,1072,757,0,0,0,0,0,0
0,cleidiano,7,37543,18,277,0,0,13592,0,0,0
0,hairyhum,42,681782,28,294,0,0,0,0,0,0
0,derekmcloughlin,14,202025,199,345,15682,0,0,0,0,0
0,dim,15,18605,44,82,0,0,0,0,0,0
0,zorbash,23,224690,587,1058,0,0,0,0,3621,0
0,dmlittle,7,15162,3,36,119417,0,0,0,0,0
0,henrythebuilder,5,9464,1,387,0,0,0,0,0,0
0,ekosz,48,162105,623,953,0,0,0,0,225869,0
0,wasnotrice,23,243906,54,638,0,0,0,0,0,0
0,eugmes,36,1657001,67,25945,91883,0,0,0,0,0
0,feliperenan,8,56808,35,369,0,0,0,0,0,0
0,fmcgeough,22,113435,12,282,0,0,0,0,0,0
0,gmcabrita,11,30476,188,1587,0,0,0,0,0,0
0,ipinak,15,19224,59,179,14448,0,0,0,0,0
0,JEG2,97,1008540,1875,2940,0,0,0,0,0,0
0,hrubi,12,8362,1,390,0,0,0,0,0,0
0,jeffkreeftmeijer,83,148700,1523,3274,618,0,0,0,0,0
0,jeroenvisser101,23,370582,65,170,0,0,0,0,237558,0
0,Joe-noh,147,656186,89,4690,37,0,0,0,0,0
0,vorce,54,1554577,86,1536,13617,0,0,0,0,0
0,johansja,15,5977,8,478,0,0,0,0,0,0
0,joladev,18,-15052,97,1391,0,0,0,0,601451,0
0,jwfearn,25,57055,4,619,0,0,0,0,156399,0
0,jonnystoten,13,41789,0,466,0,0,0,0,0,0
0,h4cc,54,111409,12367,3894,0,0,0,0,0,0
0,jur0,14,44444,37,616,0,0,0,0,3358,0
0,justinj,53,90848,359,1553,0,0,0,0,151889,0
0,kevinbader,10,3195136,10,212,0,0,0,0,0,0
0,Ljzn,37,351571,194,657,0,0,0,0,0,0
0,leandrocp,35,1113268,283,1028,0,0,0,0,0,0
0,marcelotto,7,38296,153,506,0,0,0,0,0,0
0,marciol,22,934779,27,393,0,0,0,0,0,0
0,kpanic,13,113082,100,676,0,0,0,0,0,0
0,mgartner,15,9412,1476,141,0,0,0,0,0,0
0,patrickgombert,17,36514,197,282,0,0,0,0,0,0
0,pdgonzalez872,31,1090076,24,1226,0,0,0,0,0,0
0,pdericson,10,39469,2,151,0,0,0,0,0,0
0,romul,36,193962,474,980,0,0,0,0,148,0
0,radar,117,277711,4653,6200,0,0,0,0,148,0
0,sashaafm,7,50565,161,318,0,0,0,0,0,0
0,saulecabrera,10,475324,28,516,0,0,244689,0,0,0
0,sabondano,70,1251980,69,1409,0,0,0,0,56905,0
0,slapxxi,40,346720,8,1409,0,0,0,0,0,0
0,sger,64,144744,3061,1603,660409,0,0,0,0,0
0,shdblowers,35,227451,14,2257,0,559,0,0,0,0
0,StevenXL,68,334127,12,1003,13251,0,0,0,0,0
0,tokafish,18,1918283,147,99,0,0,0,0,607414,0
0,supersimple,52,2635092,165,961,0,0,0,0,0,0
0,Tuxified,13,30634,23,149,0,0,0,0,688,0
0,Stratus3D,19,57183,308,2639,0,0,0,0,0,0
0,s3cur3,11,120158,71,410,687708,0,0,0,27830,0
